,country_id,year,gdp,population,co2,coal_co2,flaring_co2,gas_co2,methane,nitrous_oxide,oil_co2,sta
976,37,1992,235763220480.0,8640277.0,57.689,11.107,0.311,2.023,8.64,5.95,42.684,1.06
977,37,1993,231559217152.0,8683403.0,57.726,11.052,0.345,2.093,8.58,6.14,42.63,0.23
978,37,1994,241527455744.0,8723467.0,60.187,11.243,0.295,2.059,8.46,6.03,44.868,0.21
979,37,1995,251744239616.0,8758496.0,59.605,11.239,0.337,2.094,8.33,5.88,44.075,0.31
980,37,1996,256500908032.0,8785493.0,63.522,12.411,0.322,2.258,8.32,6.04,46.718,-0.16
981,37,1997,264172109824.0,8807868.0,58.425,10.805,0.358,2.289,8.27,6.02,43.268,1.01
982,37,1998,276042121216.0,8828629.0,58.893,11.126,0.365,2.265,8.09,5.98,43.348,0.29
983,37,1999,289704280064.0,8848881.0,56.032,10.053,0.375,2.195,7.83,5.81,41.607,0.87
984,37,2000,303455109120.0,8871042.0,54.891,10.119,0.374,2.116,7.67,5.84,40.354,1.54
985,37,2001,308399210496.0,8896748.0,55.822,10.958,0.373,2.436,7.51,5.56,40.105,0.57
986,37,2002,317464870912.0,8926011.0,56.792,11.435,0.368,2.482,7.28,5.51,40.545,1.16
987,37,2003,326406144000.0,8961506.0,57.371,11.563,0.396,2.304,7.09,5.5,41.238,1.12
988,37,2004,341905244160.0,9004263.0,56.683,11.829,0.387,2.238,7.09,5.54,40.284,1.07
989,37,2005,354498740224.0,9051739.0,54.066,10.96,0.364,1.907,6.81,5.42,38.771,1.42
990,37,2006,372237959168.0,9104724.0,53.885,10.707,0.812,2.085,6.66,5.39,38.166,1.61
991,37,2007,387885170688.0,9164274.0,53.152,10.801,0.848,2.194,6.39,5.28,37.221,1.39
992,37,2008,388983685120.0,9229282.0,51.07,10.367,0.861,1.921,6.1,5.45,35.823,1.47
993,37,2009,373029306368.0,9301413.0,47.421,7.39,0.864,2.513,5.94,5.21,34.842,0.88
994,37,2010,399841820672.0,9381722.0,53.287,10.342,0.825,3.469,5.87,5.43,36.626,-0.62
995,37,2011,397621100544.0,9467384.0,49.405,9.497,0.834,2.755,5.84,5.19,34.26,1.7
996,37,2012,396489588736.0,9555984.0,46.919,8.667,0.838,2.391,5.7,5.11,32.877,0.45
997,37,2013,401409179648.0,9648935.0,45.351,8.743,0.699,2.369,5.53,5.14,31.478,1.15
998,37,2015,428683493376.0,9849344.0,43.742,8.152,0.822,1.975,5.21,5.44,30.675,1.79
999,37,2016,443163607040.0,9953322.0,43.416,8.002,0.64,2.266,5.15,5.46,30.369,1.36
1000,37,2017,454543736832.0,10058191.0,42.704,8.474,0.801,1.817,5.12,5.66,29.502,0.95
1001,38,1990,234154442752.0,6711685.0,44.16,1.467,0.026,3.878,6.44,2.84,35.946,1.06
1002,38,1991,236259213312.0,6795392.0,46.133,1.211,0.039,4.335,6.35,2.82,38.046,0.26
1003,38,1992,240475389952.0,6873188.0,46.017,0.896,0.036,4.545,6.27,2.79,38.181,0.97
1004,38,1993,244573601792.0,6936123.0,43.612,0.763,0.04,4.757,6.24,2.75,35.887,0.47
1005,38,1994,252214820864.0,6991543.0,42.677,0.778,0.041,4.684,6.2,2.75,34.821,1.7
1006,38,1995,258065989632.0,7038302.0,43.419,0.797,0.039,5.144,6.14,2.73,35.209,0.68
1007,38,1996,264364883968.0,7069694.0,44.107,0.576,0.044,5.586,6.14,2.71,35.878,-0.36
1008,38,1997,275430572032.0,7086993.0,43.047,0.5,0.042,5.404,5.93,2.63,35.27,0.94
1009,38,1998,288736575488.0,7108225.0,44.623,0.439,0.042,5.567,5.87,2.63,36.742,0.75
1010,38,1999,298852253696.0,7142199.0,44.446,0.453,0.043,5.776,5.74,2.55,36.341,0.87
1011,38,2000,316330344448.0,7182052.0,43.622,0.645,0.039,5.759,5.68,2.55,35.224,1.46
1012,38,2001,326784483328.0,7224413.0,45.077,0.654,0.041,5.998,5.73,2.59,36.397,0.89
1013,38,2002,333238534144.0,7276479.0,43.464,0.594,0.041,5.895,5.69,2.48,35.024,1.46
1014,38,2003,339510165504.0,7330729.0,44.648,0.602,0.039,6.23,5.6,2.47,35.903,1.52
1015,38,2004,355558785024.0,7381153.0,45.238,0.588,0.044,6.442,5.52,2.49,36.17,0.76
1016,38,2005,373064302592.0,7428437.0,45.779,0.633,0.058,6.612,5.55,2.54,36.374,0.62
1017,38,2006,395138629632.0,7475014.0,45.373,0.68,0.045,6.438,5.56,2.56,36.113,1.29
1018,38,2007,419030794240.0,7541909.0,43.369,0.741,0.042,6.275,5.51,2.52,34.18,1.46
1019,38,2008,436420476928.0,7638288.0,44.711,0.681,0.044,6.681,5.59,2.59,35.215,1.0
1020,38,2009,434943557632.0,7734402.0,43.539,0.636,0.044,6.403,5.52,2.56,34.414,1.09
1021,38,2010,455990116352.0,7822444.0,45.046,0.649,0.046,7.159,5.53,2.56,35.02,-0.06
1022,38,2011,472720965632.0,7910988.0,40.985,0.608,0.056,6.363,5.42,2.51,31.821,1.71
1023,38,2012,477669457920.0,7995738.0,42.253,0.558,0.047,6.959,5.4,2.46,32.671,1.05
1024,38,2013,486174916608.0,8088370.0,43.188,0.585,0.038,7.314,5.34,2.48,33.228,0.48
1025,38,2015,500062388224.0,8281735.0,38.732,0.563,0.028,6.78,5.22,2.44,29.467,1.91
1026,38,2016,508579282944.0,8372902.0,39.185,0.528,0.028,7.127,5.21,2.45,29.557,1.27
1027,39,1990,486761168896.0,54324140.0,151.665,70.254,0.22,7.647,38.21,26.8,60.12,0.11
1028,39,1991,499938033664.0,55321172.0,158.141,75.004,0.263,9.145,37.04,25.61,58.789,-0.14
1029,39,1992,538702184448.0,56302040.0,164.061,75.077,0.254,9.926,37.73,26.57,63.246,-1.32
1030,39,1993,591946448896.0,57296008.0,171.134,70.561,0.231,11.088,37.58,27.58,73.136,-0.46
1031,39,1994,569082576896.0,58310244.0,167.561,68.58,0.219,11.348,37.03,24.76,70.63,0.72
1032,39,1995,620396806144.0,59305492.0,181.482,71.225,0.209,14.441,36.97,25.12,78.056,0.01
1033,39,1996,675112419328.0,60293784.0,199.583,82.63,0.208,16.82,36.9,25.69,82.12,0.31
1034,39,1997,738354659328.0,61277420.0,212.037,90.479,0.206,20.788,37.65,25.77,81.899,-0.26
1035,39,1998,773998837760.0,62242200.0,212.07,93.992,0.194,21.658,37.22,27.06,77.471,0.94
1036,39,1999,745796272128.0,63185620.0,207.858,84.236,0.178,26.718,38.16,27.0,78.876,1.24
1037,39,2000,807550844928.0,64113548.0,229.858,98.54,0.168,30.118,38.78,26.52,82.614,0.45
1038,39,2001,753326817280.0,65072016.0,213.483,84.503,0.155,32.578,37.97,23.95,78.145,1.22
1039,39,2002,818938118144.0,65988664.0,221.148,87.242,0.148,34.766,37.34,24.31,80.255,0.43
1040,39,2003,872922415104.0,66867324.0,236.683,91.996,0.145,43.193,37.02,24.8,81.859,0.58
1041,39,2004,957900849152.0,67785080.0,244.689,93.373,0.14,44.368,37.08,24.97,85.843,0.38
1042,39,2005,1046618898432.0,68704712.0,264.769,102.076,0.142,54.859,38.45,25.38,84.446,0.44
1043,39,2006,1128341831680.0,69601328.0,282.267,111.575,0.135,62.166,39.8,26.9,83.084,0.51
1044,39,2007,1191689584640.0,70468864.0,313.578,126.044,0.133,72.005,42.27,25.68,87.866,0.6
1045,39,2008,1213760274432.0,71320728.0,310.532,122.868,0.135,71.548,42.84,23.83,86.88,0.63
1046,39,2009,1155016556544.0,72225648.0,316.319,130.356,0.138,71.36,42.41,26.78,83.74,0.69
1047,39,2011,1403985592320.0,74173856.0,341.862,135.242,0.151,86.048,44.0,26.15,84.197,0.28
1048,39,2012,1441915600896.0,75277440.0,355.883,141.611,0.144,87.094,45.46,28.31,89.728,0.94
1049,39,2013,1510231769088.0,76576120.0,347.153,125.422,0.146,86.692,44.42,30.78,94.357,0.78
1050,39,2014,1570585313280.0,78112064.0,363.866,130.305,0.145,93.537,46.62,30.61,98.998,1.49
1051,39,2015,1637835079680.0,79646176.0,384.33,138.794,0.155,96.438,42.51,31.02,108.643,0.71
1052,39,2016,1498503446528.0,81019400.0,405.305,151.631,0.158,91.852,44.56,33.27,117.847,1.12
1053,39,2017,1610456629248.0,82089824.0,430.22,157.938,0.157,104.89,44.98,32.87,120.765,0.64
1054,40,1990,495935193088.0,51589816.0,705.83,263.168,3.483,215.794,92.34,43.13,205.687,0.81
1055,40,1991,460353470464.0,51672816.0,632.537,222.622,3.065,224.497,89.53,40.39,167.044,-0.1
1056,40,1992,421710462976.0,51785152.0,589.06,245.344,2.709,196.908,81.65,36.07,129.12,-0.42
1057,40,1993,367893643264.0,51778420.0,510.2,235.88,2.437,165.746,78.0,31.64,94.482,-1.1
1058,40,1994,288418693120.0,51487376.0,419.266,185.817,2.277,144.081,74.35,29.16,77.58,0.19
1059,40,1995,257477951488.0,51061268.0,389.865,174.093,2.226,133.841,69.99,26.39,72.31,0.5
1060,40,1996,235602706432.0,50616104.0,351.409,146.215,2.231,137.539,66.1,22.88,60.779,-0.35
1061,40,1997,232333279232.0,50169352.0,340.243,154.305,2.212,129.447,60.27,22.6,49.468,-0.69
1062,40,1998,231737278464.0,49745868.0,328.577,123.079,2.191,155.69,53.9,20.0,42.553,0.47
1063,40,1999,235148296192.0,49320116.0,298.178,123.714,2.145,129.966,52.28,18.77,37.528,1.27
1064,40,2000,253196058624.0,48879752.0,285.322,122.878,2.147,123.973,49.9,18.58,31.612,0.8
1065,40,2001,281110347776.0,48414536.0,303.562,131.831,2.191,130.104,47.38,18.92,33.996,0.94
1066,40,2002,301087064064.0,47976540.0,295.674,136.228,2.178,116.058,47.64,19.87,35.368,1.11
1067,40,2003,335257370624.0,47605644.0,306.999,132.444,2.379,128.058,47.4,18.7,37.249,-0.2
1068,40,2004,381078077440.0,47261960.0,310.271,135.323,2.573,128.054,44.92,18.18,36.469,0.84
1069,40,2005,399366225920.0,46912616.0,313.067,135.906,2.472,129.9,43.57,18.09,36.259,1.11
1070,40,2006,436786692096.0,46592552.0,332.613,154.04,2.49,126.29,41.81,18.35,40.508,0.45
1071,40,2008,499592167424.0,46062936.0,325.536,154.64,2.696,114.356,39.62,21.15,43.891,1.05
1072,40,2009,431074443264.0,45863884.0,277.297,136.611,2.647,89.682,36.66,18.72,42.693,1.41
1073,40,2010,439429758976.0,45683024.0,294.111,145.421,2.618,100.188,38.11,19.88,39.841,1.91
1074,40,2011,471221141504.0,45516136.0,307.956,153.853,2.679,103.812,36.87,22.35,39.774,0.18
1075,40,2012,472338530304.0,45406228.0,303.976,158.981,2.549,96.823,36.39,21.73,38.465,1.46
1076,40,2013,472222859264.0,45307104.0,297.251,160.185,2.529,90.25,36.84,23.49,37.34,1.65
1077,40,2014,441258901504.0,45148072.0,257.511,138.373,2.494,75.134,35.41,23.34,35.341,1.21
1078,40,2016,407348477952.0,44833568.0,234.008,126.828,2.373,64.149,33.14,23.84,34.124,1.56
1079,40,2017,417634025472.0,44657260.0,223.087,112.586,2.304,66.655,32.98,24.63,35.342,1.38
1080,41,1990,1505692221440.0,57210444.0,601.945,252.69,6.787,113.518,109.01,58.12,217.8,0.83
1081,41,1991,1487460892672.0,57359452.0,609.413,253.623,6.26,121.693,109.44,57.22,218.39,0.14
1082,41,1992,1491383222272.0,57509240.0,593.846,237.747,6.444,122.296,109.68,51.99,218.447,0.28
1083,41,1993,1527375331328.0,57647464.0,579.613,207.686,6.636,137.591,110.84,47.97,219.163,-0.17
1084,41,1994,1585210327040.0,57785900.0,574.017,195.376,7.426,145.455,112.58,48.55,215.736,0.27
1085,41,1995,1623418994688.0,57930364.0,566.159,181.699,8.341,154.254,113.29,46.85,211.595,0.72
1086,41,1996,1663252430848.0,58078584.0,586.761,173.072,8.707,177.543,114.04,47.71,216.892,-0.02
1087,41,1997,1713664294912.0,58250192.0,562.708,154.729,7.211,182.887,113.26,47.07,207.743,0.91
1088,41,1998,1766690914304.0,58438320.0,568.544,154.088,7.448,191.361,112.4,46.83,204.934,0.72
1089,41,1999,1822988828672.0,58635204.0,561.65,138.313,6.171,205.231,109.89,37.06,201.663,0.82
1090,41,2000,1889457799168.0,58850044.0,569.034,144.443,6.446,210.131,106.0,36.05,198.238,0.58
1091,41,2001,1939162398720.0,59092016.0,577.971,153.534,6.493,210.16,101.11,34.65,198.651,0.51
1092,41,2002,1983811813376.0,59355688.0,560.273,141.691,6.179,207.03,99.01,32.63,196.13,1.08
1093,41,2003,2050645557248.0,59649800.0,571.619,153.103,5.563,208.462,94.87,32.23,194.397,1.13
1094,41,2004,2100502593536.0,59995852.0,573.43,147.662,5.619,211.734,89.86,33.13,197.952,0.98
1095,41,2005,2160945659904.0,60383740.0,570.338,148.033,5.991,205.438,86.26,31.97,200.448,0.9
1096,41,2006,2212969054208.0,60803700.0,567.846,160.844,5.272,194.126,81.99,30.91,197.183,1.07
1097,41,2007,2267379924992.0,61260680.0,559.566,150.844,5.417,196.52,77.78,30.95,196.16,1.06
1098,41,2008,2251038392320.0,61742152.0,544.932,139.219,4.75,202.655,72.46,30.79,188.8,0.7
1099,41,2009,2151646494720.0,62243384.0,494.108,113.823,4.881,188.07,67.2,28.48,180.264,0.85
1100,41,2010,2190775025664.0,62760048.0,511.905,118.03,4.738,201.927,62.34,29.01,179.848,0.08
1101,41,2011,2221719158784.0,63286360.0,469.713,117.15,4.453,168.236,58.8,28.05,172.06,1.1
1102,41,2012,2250912301056.0,63808728.0,487.477,148.005,3.646,158.24,56.78,27.66,170.288,0.54
1103,41,2013,2293924888576.0,64302296.0,477.611,142.457,4.216,157.622,53.14,27.67,165.756,0.4
1104,41,2014,2363952726016.0,64773504.0,438.807,115.434,4.436,144.492,50.76,28.47,166.511,1.39
1105,41,2015,2415783051264.0,65224368.0,422.461,91.548,4.641,147.899,50.11,28.36,170.773,0.81
1106,41,2016,2460057337856.0,65655204.0,399.43,47.825,4.559,165.742,51.6,28.1,173.93,1.01
1107,41,2017,2506603626496.0,66064808.0,387.367,39.129,4.301,161.697,51.34,28.37,174.851,1.49
1108,42,1990,9250378088448.0,248083728.0,5122.496,1815.064,46.107,1023.458,650.88,241.12,2179.492,0.55
1109,42,1991,9243499429888.0,251560192.0,5064.987,1797.789,45.336,1043.026,652.85,240.16,2121.765,0.66
1110,42,1992,9572148314112.0,255175328.0,5175.22,1817.52,45.221,1080.67,655.71,244.63,2174.65,0.18
1111,42,1993,9834941382656.0,258779760.0,5274.363,1879.878,44.423,1109.643,648.69,247.77,2182.045,0.17
1112,42,1994,10232022433792.0,262273584.0,5365.579,1894.596,45.024,1137.471,661.02,254.89,2227.476,0.41
1113,42,1995,10510263123968.0,265660560.0,5427.798,1914.164,43.485,1186.696,658.8,257.15,2218.737,0.46
1114,42,1996,10909166600192.0,268984352.0,5616.431,1994.607,42.203,1206.79,657.41,264.38,2306.56,-0.23
1115,42,1997,11398757220352.0,272395424.0,5691.865,2040.03,42.481,1214.479,647.6,257.63,2327.345,0.37
1116,42,1998,11906028929024.0,275835008.0,5737.129,2064.125,40.204,1191.601,636.24,254.87,2371.816,1.32
1117,42,1999,12463818932224.0,279181568.0,5810.332,2065.358,40.054,1199.103,624.01,253.31,2435.457,0.59
1118,42,2000,12973842104320.0,282398560.0,6016.351,2165.606,40.231,1252.332,619.46,252.16,2489.788,0.77
1119,42,2001,13100471287808.0,285470496.0,5911.988,2100.694,40.142,1199.433,611.81,246.2,2503.544,0.94
1120,42,2002,13334491430912.0,288350240.0,5952.699,2105.588,40.468,1239.007,605.54,247.74,2497.583,0.95
1121,42,2003,13708808945664.0,291109824.0,6015.804,2145.491,40.227,1201.862,605.88,254.74,2559.109,0.94
1122,42,2004,14227881328640.0,293947872.0,6117.963,2166.105,40.786,1205.237,605.31,255.76,2632.29,0.8
1123,42,2005,14703731408896.0,296842656.0,6137.604,2189.646,41.115,1187.619,607.07,257.76,2644.237,1.03
1124,42,2006,15095884152832.0,299753088.0,6057.163,2153.51,41.745,1173.784,608.13,263.1,2610.823,1.07
1125,42,2007,15364464312320.0,302743392.0,6135.287,2176.463,42.228,1248.122,613.66,270.59,2593.582,0.94
1126,42,2008,15319731011584.0,305694912.0,5918.869,2136.485,43.85,1253.227,622.1,255.99,2415.427,0.05
1127,42,2009,14894294368256.0,308512032.0,5482.978,1872.668,42.835,1231.751,611.03,247.74,2280.457,0.27
1128,42,2010,15270622003200.0,311182848.0,5681.392,1982.983,45.239,1290.515,628.18,254.67,2300.353,0.68
1129,42,2011,15509302018048.0,313876608.0,5546.629,1872.951,49.585,1310.474,633.4,264.56,2251.761,0.62
1130,42,2012,15849635184640.0,316651328.0,5345.454,1658.503,53.094,1372.083,644.28,257.37,2195.781,1.29
1131,42,2013,16108428984320.0,319375168.0,5480.926,1720.269,58.84,1410.367,646.78,260.52,2224.219,0.3
1132,42,2014,16482662612992.0,322033952.0,5528.871,1710.368,64.171,1435.02,670.36,262.03,2247.448,0.68
1133,42,2015,16902578503680.0,324607776.0,5376.578,1479.001,65.11,1475.993,671.59,261.11,2285.321,1.5
1134,42,2017,17596283879424.0,329791232.0,5210.958,1308.479,59.245,1460.392,669.66,267.1,2314.675,1.71
